Accession	Source Database	Name	Tax ID	Tax Name	Length
A6BJ79	unreviewed	Ammonium transporter AmtB-like domain-containing protein	411462	Dorea longicatena DSM 13814	584
A7VBU6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	411489	Clostridium sp. L2-50	597
A7VSI5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	428125	[Clostridium] leptum DSM 753	604
A8RR22	unreviewed	Ammonium transporter AmtB-like domain-containing protein	411902	Enterocloster bolteae (strain ATCC BAA-613 / DSM 15670 / CCUG 46953 / JCM 12243 / WAL 16351)	566
A8S9D1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	411485	Faecalibacterium prausnitzii M21/2	579
A8U5C8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	333990	Carnobacterium sp. AT7	590
B0MJN0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	428128	[Eubacterium] siraeum DSM 15702	594
B1C9R7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	445971	Anaerofustis stercorihominis DSM 17244	574
B5CSB8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	471875	[Ruminococcus] lactaris ATCC 29176	586
B7ATM0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	483218	[Bacteroides] pectinophilus ATCC 43243	566
B7CC80	unreviewed	Ammonium transporter AmtB-like domain-containing protein	518637	Holdemanella biformis DSM 3989	576
B9LU00	unreviewed	Ammonium transporter AmtB-like domain-containing protein	416348	Halorubrum lacusprofundi (strain ATCC 49239 / DSM 5036 / JCM 8891 / ACAM 34)	562
C0EAH3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	537013	[Clostridium] methylpentosum DSM 5476	567
C0EZB6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	411469	Anaerobutyricum hallii DSM 3353	556
C4Z544	unreviewed	Ammonium transporter AmtB-like domain-containing protein	515620	Lachnospira eligens (strain ATCC 27750 / DSM 3376 / VPI C15-48 / C15-B4)	582
C4ZEH3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	515619	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	585
C6LBD3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	478749	Marvinbryantia formatexigens DSM 14469	614
C7H8L8	unreviewed	Nitrogen regulatory protein P-II	411483	Faecalibacterium duncaniae (strain DSM 17677 / JCM 31915 / A2-165)	580
D1PQI1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	411471	Subdoligranulum variabile DSM 15176	577
D2RU19	unreviewed	Ammonium transporter AmtB-like domain-containing protein	543526	Haloterrigena turkmenica (strain ATCC 51198 / DSM 5511 / JCM 9101 / NCIMB 13204 / VKM B-1734 / 4k)	555
D3ASW2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	566550	Hungatella hathewayi DSM 13479	568
D4JR11	unreviewed	Ammonium transporter AmtB-like domain-containing protein	657319	[Eubacterium] siraeum 70/3	506
D4LA49	unreviewed	Ammonium transporter AmtB-like domain-containing protein	213810	Ruminococcus champanellensis (strain DSM 18848 / JCM 17042 / KCTC 15320 / 18P13)	588
D4LUB7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	657314	Blautia obeum A2-162	580
D4M2L1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	657313	[Ruminococcus] torques L2-14	584
D4MIA0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	717961	[Eubacterium] siraeum V10Sc8a	594
D4S279	unreviewed	Ammonium transporter AmtB-like domain-containing protein	511680	Eshraghiella crossota DSM 2876	541
D8J4C6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	795797	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	550
E0RUI1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	515622	Butyrivibrio proteoclasticus (strain ATCC 51982 / DSM 14932 / B316)	620
E2ZFN4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	748224	Faecalibacterium cf. prausnitzii KLE1255	581
E5VHJ9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	658089	Lachnospiraceae bacterium 5_1_63FAA	581
E6LDE7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	888064	Enterococcus italicus (strain DSM 15952 / CCUG 50447 / LMG 22039 / TP 1.5)	541
E6UL18	unreviewed	Ammonium transporter AmtB-like domain-containing protein	697329	Ruminococcus albus (strain ATCC 27210 / DSM 20455 / JCM 14654 / NCDO 2250 / 7)	601
E8LEM6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	626939	Phascolarctobacterium succinatutens YIT 12067	558
E9SE87	unreviewed	Ammonium transporter AmtB-like domain-containing protein	246199	Ruminococcus albus 8	584
F0RVD2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	158189	Sphaerochaeta globosa (strain ATCC BAA-1886 / DSM 22777 / Buddy)	562
F1TCK5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	588581	Ruminiclostridium papyrosolvens DSM 2782	558
F2JQ39	unreviewed	Ammonium transporter AmtB-like domain-containing protein	642492	Cellulosilyticum lentocellum (strain ATCC 49066 / DSM 5427 / NCIMB 11756 / RHM5)	566
F2NWX7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	869209	Treponema succinifaciens (strain ATCC 33096 / DSM 2489 / 6091)	583
F3AS48	unreviewed	Ammonium transporter AmtB-like domain-containing protein	665950	Lachnospiraceae bacterium 3_1_46FAA	570
F4BMF2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	208596	Carnobacterium sp. (strain 17-4)	589
F4LNJ2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	906968	Treponema brennaborense (strain DSM 12168 / CIP 105900 / DD5/3)	580
F7JQQ0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	658655	Lachnospiraceae bacterium 1_4_56FAA	572
F7V881	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1042156	Clostridium sp. (strain SY8519)	582
F8D7H6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	797210	Halopiger xanaduensis (strain DSM 18323 / JCM 14033 / SH-6)	558
G0VRF5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1064535	Megasphaera elsdenii DSM 20460	605
G0VS25	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1064535	Megasphaera elsdenii DSM 20460	575
G1VN54	unreviewed	Ammonium transporter AmtB-like domain-containing protein	457422	Erysipelotrichaceae bacterium 2_2_44A	570
G5HMB9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	742733	[Clostridium] citroniae WAL-17108	565
G8QQ37	unreviewed	Ammonium transporter AmtB-like domain-containing protein	158190	Sphaerochaeta pleomorpha (strain ATCC BAA-1885 / DSM 22778 / Grapes)	576
H1B9D4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	469614	Erysipelotrichaceae bacterium 6_1_45	570
H1D386	unreviewed	Ammonium transporter AmtB-like domain-containing protein	742743	Dialister succinatiphilus YIT 11850	604
H2JF35	unreviewed	Ammonium transporter AmtB-like domain-containing protein	755731	Clostridium sp. BNL1100	558
H7EIN0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	907348	Treponema saccharophilum DSM 2985	582
I0X9X8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1124982	Treponema sp. JC4	565
I5ASC3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	633697	Eubacterium cellulosolvens (strain ATCC 43171 / JCM 9499 / 6)	579
I7CDY2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	406552	Natrinema sp. (strain J7-2)	566
K1UX93	unreviewed	Ammonium transporter AmtB-like domain-containing protein	408170	human gut metagenome	390
L0AHQ0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	797304	Natronobacterium gregoryi (strain ATCC 43098 / DSM 3393 / CCM 3738 / CIP 104747 / IAM 13177 / JCM 8860 / NBRC 102187 / NCIMB 2189 / SP2)	573
L0JT30	unreviewed	Ammonium transporter AmtB-like domain-containing protein	797303	Natrinema pellirubrum (strain DSM 15624 / CIP 106293 / JCM 10476 / NCIMB 786 / 157)	548
L0K3T3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	694430	Natronococcus occultus SP4	621
L1QIL7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	545697	Clostridium celatum DSM 1785	556
L7VT78	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1121335	Thermoclostridium stercorarium (strain ATCC 35414 / DSM 8532 / NCIMB 11754)	286
L9VG40	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1114856	Natronorubrum tibetense GA33	732
L9WB90	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1230460	Natronorubrum sulfidifaciens JCM 14089	584
L9WHY3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227500	Natronorubrum bangense JCM 10635	577
L9X2V2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227499	Natronolimnohabitans innermongolicus JCM 12255	598
L9XEU2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227497	Natronococcus amylolyticus DSM 10524	583
L9XS69	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227498	Natronococcus jeotgali DSM 18795	548
L9XTL3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227496	Natrinema versiforme JCM 10478	557
L9YY28	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1230459	Natrinema gari JCM 14663	566
L9YZJ4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227495	Natrinema pallidum DSM 3751	566
L9ZG19	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227494	Natrinema altunense (strain JCM 12890 / CGMCC 1.3731 / AJ2)	566
L9ZNI9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1230458	Natrialba taiwanensis DSM 12281	571
L9ZWF4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227493	Natrialba hulunbeirensis JCM 10989	587
M0AHA9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	29540	Natrialba asiatica (strain ATCC 700177 / DSM 12278 / JCM 9576 / FERM P-10747 / NBRC 102637 / 172P1)	571
M0B6S6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227491	Natrialba aegyptia DSM 13077	571
M0B7J9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227492	Natrialba chahannaoensis JCM 10990	590
M0BW44	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227490	Halovivax asiaticus JCM 14624	591
M0C732	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1230457	Natrinema limicola JCM 13563	568
M0CJN2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227488	Haloterrigena salina JCM 13891	565
M0D7V4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227486	Halorubrum terrestre JCM 10247	559
M0DV62	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227485	Halorubrum tebenquichense DSM 14210	555
M0E1M5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227484	Halorubrum saccharovorum DSM 1137	559
M0EBA7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227467	Halorubrum distributum JCM 9100	559
M0EBX9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227466	Halorubrum coriense DSM 10284	560
M0EL38	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227465	Halorubrum californiense DSM 19288	572
M0EWN7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227468	Halorubrum distributum JCM 10118	559
M0F7H2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227481	Halorubrum hochstenium ATCC 700873	559
M0LRJ9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	358396	Halobiforma lacisalsi AJ5	552
M0LYF4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227454	Halobiforma nitratireducens JCM 10879	583
M0M6R9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1132509	Halococcus hamelinensis 100A6	573
M0MDP9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227455	Halococcus saccharolyticus DSM 5350	572
M0NET8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227456	Halococcus salifodinae DSM 8989	572
M0NRE6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227482	Halorubrum lipolyticum DSM 21995	556
M0NRJ2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1227483	Halorubrum litoreum JCM 13561	559
M0P8Z5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1230454	Halorubrum aidingense JCM 13560	557
M0PEA5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1230456	Halorubrum kocurii JCM 14978	572
M0PKL9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1230455	Halorubrum arcis JCM 13916	559
M1XLN4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	268739	Natronomonas moolapensis (strain DSM 18674 / CECT 7526 / JCM 14361 / 8.8.11)	557
N2A3D2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1235802	Eubacterium plexicaudatum ASF492	585
N9WDC4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	999413	[Clostridium] innocuum 2959	570
R0AQW9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	997897	Enterocloster bolteae 90B8	566
R0BZC3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	999406	[Clostridium] clostridioforme 90A6	565
R0C600	unreviewed	Ammonium transporter AmtB-like domain-containing protein	997894	Enterocloster bolteae 90A9	566
R2RPW4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1158602	Enterococcus raffinosus ATCC 49464	591
R2SYZ8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1158607	Enterococcus pallens ATCC BAA-351	591
R4W0C0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1333523	Salinarchaeum sp. Harcht-Bsk1	562
R5A6V9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262769	Clostridium sp. CAG:1013	572
R5CN13	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262993	Firmicutes bacterium CAG:791	583
R5E2R0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262825	Clostridium sp. CAG:590	596
R5EA84	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262895	Eubacterium sp. CAG:86	579
R5EIE5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1263000	Firmicutes bacterium CAG:110	570
R5GVC5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262893	Eubacterium sp. CAG:786	603
R5KIH9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262831	Clostridium sp. CAG:678	577
R5L5K4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262878	Eubacterium sp. CAG:115	336
R5LBW8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1263062	Eshraghiella crossota CAG:259	559
R5P5I7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262891	Eubacterium sp. CAG:603	584
R5QL68	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1263008	Firmicutes bacterium CAG:194	595
R5R1D4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1263108	[Ruminococcus] torques CAG:61	570
R5TYE5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262949	Roseburia sp. CAG:50	585
R5VL39	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262777	Clostridium sp. CAG:167	548
R5W754	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262777	Clostridium sp. CAG:167	596
R5XFQ9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1263063	Intestinibacter bartlettii CAG:1329	567
R5Z6B8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262943	Roseburia sp. CAG:197	533
R5ZQQ6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1263077	Lachnospira eligens CAG:72	580
R6A4Z9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262870	Dialister sp. CAG:486	604
R6BW10	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262816	Clostridium sp. CAG:510	593
R6CGI3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1263031	Firmicutes bacterium CAG:56	570
R6CMY6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262963	Ruminococcus sp. CAG:579	573
R6DHE6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262782	Clostridium sp. CAG:230	573
R6IBW5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	33025	Phascolarctobacterium faecium	564
R6J108	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262779	Clostridium sp. CAG:217	582
R6JST5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1263065	[Clostridium] clostridioforme CAG:132	565
R6KDR5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262887	Eubacterium sp. CAG:252	588
R6LN08	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262785	Clostridium sp. CAG:253	596
R6NDC8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1263068	[Clostridium] leptum CAG:27	582
R6NWJ0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262884	Eubacterium sp. CAG:202	566
R6PKN7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262888	Eubacterium sp. CAG:274	579
R6QC20	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262886	Eubacterium sp. CAG:251	585
R6QDH8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262898	Faecalibacterium sp. CAG:82	581
R6R7N2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262761	Butyrivibrio sp. CAG:318	576
R6RQ59	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1263080	[Eubacterium] siraeum CAG:80	594
R6TNB6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262910	Oscillibacter sp. CAG:155	572
R6UG41	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1263079	Agathobacter rectalis CAG:36	585
R6UK02	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262848	Clostridium sp. CAG:964	580
R6US11	unreviewed	Ammonium transporter AmtB-like domain-containing protein	3083063	Candidatus Colimorpha enterica	576
R6VAV9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262946	Roseburia sp. CAG:380	586
R6X9G0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1263101	Phascolarctobacterium succinatutens CAG:287	558
R6Y261	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262989	Firmicutes bacterium CAG:94	503
R6Z2W0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262945	Roseburia sp. CAG:309	591
R6ZEH0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1263027	Firmicutes bacterium CAG:534	595
R7A2M9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262956	Ruminococcus sp. CAG:379	588
R7AMH0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1263051	Bacteroides pectinophilus CAG:437	566
R7BCN1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1263019	Firmicutes bacterium CAG:341	585
R7BFP2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262991	Firmicutes bacterium CAG:882	222
R7BJQ0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262991	Firmicutes bacterium CAG:882	592
R7C973	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262828	Clostridium sp. CAG:62	587
R7H891	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262889	Eubacterium sp. CAG:38	306
R7HV25	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262802	Clostridium sp. CAG:411	586
R7IPF6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262944	Roseburia sp. CAG:303	574
R7K8S3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262688	Acidaminococcus sp. CAG:917	588
R7N4H3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262988	Firmicutes bacterium CAG:95	582
R7QYH5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1262942	Roseburia sp. CAG:182	571
R8VWI7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1203606	Butyricicoccus pullicaecorum 1.2	574
R9CFP3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1202534	Clostridium sartagoforme AAU1	579
R9IZI9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	397288	Lachnospiraceae bacterium 3-1	585
R9J5N9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	397287	Lachnospiraceae bacterium 28-4	584
R9JEE9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	397291	Lachnospiraceae bacterium A4	599
R9K4R4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1235792	Lachnospiraceae bacterium M18-1	585
R9K7H3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	397290	Lachnospiraceae bacterium A2	585
R9L422	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1235793	Lachnospiraceae bacterium MD335	597
R9LN60	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1235796	Firmicutes bacterium M10-2	565
R9LWT3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1235797	Oscillibacter sp. 1-3	572
R9MRV6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1235800	Lachnospiraceae bacterium 10-1	581
S0J415	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1235790	Eubacterium sp. 14-2	585
S7IXM6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1273103	Megasphaera sp. NM10	575
U1NGR2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1238427	Halonotius sp. J07HN6	458
U1NXA4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1085028	halophilic archaeon J07HX64	573
U1QPB0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1070774	Halonotius sp. J07HN4	563
U2EDZ6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1226324	Blautia sp. KLE 1732	555
U2JMK8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	411473	Ruminococcus callidus ATCC 27760	573
U2PGQ8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1256908	Eubacterium ramulus ATCC 29099	585
U2YQL0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1261545	Halarchaeum acidiphilum MH1-52-1	598
U3A921	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1261545	Halarchaeum acidiphilum MH1-52-1	553
U5SA84	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1266845	Carnobacterium inhibens subsp. gilichinskyi	593
V4HNV6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1324957	Candidatus Halobonum tyrrellensis G22	610
V4X658	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1412871	uncultured archaeon A07HR67	548
V4XLV7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1412873	uncultured archaeon A07HN63	385
V4YAZ8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1412874	uncultured archaeon A07HR60	547
V7I8B0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	994573	Youngiibacter fragilis 232.1	580
V8CC03	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1073376	[Ruminococcus] lactaris CC59_002D	584
W0FHC4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1393427	uncultured bacterium Contig1450	579
W0FNN1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1393550	uncultured bacterium Contig29	585
W0JIB3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	797299	Halostagnicola larsenii XH-48	584
W3ANU5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1165092	Lachnospiraceae bacterium JC7	584
W4V1Q8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1294263	Acetivibrio straminisolvens JCM 21531	356
W4V8S6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1294263	Acetivibrio straminisolvens JCM 21531	584
W7UD62	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1341157	Ruminococcus flavefaciens 007c	602
